,0
37,"좋아요 20개
muk_shin0ne
오징어게임보고 급 달고나 먹고싶어짐ㅎ
저 ㅊa가 나왔다면 난 바로 총살행^^

#성수역카페 #서울숲카페 #서울숲맛집 #서울숲역카페 #성수카페 #성수동카페 #뚝섬역카페 #성수동맛집 #성수맛집 #먹스타그램 #먹신원_성수 #ㅊa
2일
jjiinnz
신원 먹스타 넘 유쾌해🤩🤩
2일답글 달기
답글 보기(1개)
sxkxni
앜ㅋㅋㅋㅋㅋㅋㅋ귀염
1일답글 달기
답글 보기(1개)
2일 전
게시"
38,"좋아요 3개
oh.sundae
9월 27일 월요일🙇‍♀️ #4927
오늘은 < #성수동 신한은행앞 / #성수쇼핑센터 롯데리아성수역점 맞은편 >에서 판매합니다.
맛있는하루보내세요:)

#오늘은순대 #순대푸드트럭 #순대트럭 #순대맛집 #찹쌀순대 #토종순대 #순대스타그램 #성수동맛집 #성수역맛집 #성수역순대 #성수동순대
2일
2일 전
게시"
39,"좋아요 8개
yunn_homee
보마켓에서 선물이랑 먹을거 샀던날🍾 담에는 브런치 먹으러 가야즤💚

#요즘최애가방
#시기스짱맛
2일
yunn_homee
🤍
2일답글 달기
답글 보기(1개)
2일 전
게시"
40,"조회 44회
like___joo
삼겹은 뭐니뭐니해도
냉삼이 최고👍
#잠수교집 #성수동맛집
#추억의맛
2일
2일 전
게시"
41,"좋아요 23개
evepilates_kku
{실시간 소독영상}
말그대로 실시간 소독영상입니다 :)
저희 이브필라테스 건대본점은 수업전, 수업 후 매시간마다 환기와 소독을 진행하고 있습니다!! 아무래도 말로만 저희 센터는 소독해요 환기 시켜요 하는거보다 이렇게 보여주는게 더 확실하고 믿음이 간다는 점👍
회원님들의 안전하고 건강한 운동생활을 위해 언제나 힘쓰고 있으니 걱정은 잠시 덜어놓고 다들 활기차게 운동하러 오실거죠~?

___________________________________________
▫️1:1 / 1:2 / 1:6 소규모 레슨 진행
▫️매 수업 후 1:1 피드백 진행
▫️ 체어 바렐 캐딜락 리포머 풀기구 보유
▫️4주마다 인바디 측정
▫️건대 유일 3D 입체분석기 보유[재활운동전문센터]

📞T.M : 010-9789-6664 / 02-499-6663
💌카톡 : evepilates16
💛카톡 플친 : 이브필라테스 건대 본점
📍주소 : 서울 광진구 능동로 121, 2층

#건대필라테스 #건대입구필라테스 #군자필라테스 #성수필라테스 #구의필라테스 #세종대필라테스 #이브필라테스 #뚝섬필라테스 #필라테스 #필라테스그램 #건대맛집 #건대카페 #성수동카페 #성수동맛집 #운동하는여자 #운동하는남자 #운동스타그램 #몸매스타그램 #몸스타그램 #몸만들기 #다이어트 #재활운동 #자세교정 #체형교정 #재활전문필라테스 #맨즈필라테스 #普拉提 #韩国美女 #美女 #韩国留学生
2일
ttoyoming
역시최고 ㅠ_ㅠ 센터 넘 그리워요오 ❤️
2일답글 달기
2일 전
게시"
42,"좋아요 135개
idohyeon1900
#성수동맛집 🍚
2일
idohyeon1900
🔥
2일답글 달기
답글 보기(1개)
macaron_ssss
맛있어보여요 ~~먹팔해요 ❤️
2일좋아요 1개답글 달기
j.anna_story
찐맛집이네요👏👏👏
2일답글 달기
2일 전
게시"
43,"좋아요 971개
housejihye
업데이트 전 사진 한 장으로
현재도 댓글& 디엠 폭주 중인 바로 그 제품! 모든 일정
미루고 빠르게 준비해 오픈합니다😱 요즘 제일 잘하고
있는 것 중 하나! 당일 발송 수량 넉넉히 준비했구요☺️

9/28(화) 내일 오전 11시에 숏버전/ 미디 버전 두 가지
옵션으로 눈여겨보셨던 분들은 빠르게 구매해 주세요!

수량 넉넉히 준비한다고 해도 반응 좋은 상품들은
놀라운 속도로 언제 품절될 줄 모르니 알람 설정
해주시고 미리 미리 준비해 주세요😍🔔🤎
2일
housejihye
.
2일답글 달기
답글 보기(1개)
jeane0710
미리보기는 없을까요?
2일좋아요 1개답글 달기
답글 보기(1개)
yoo_ssiri
사진 속 모델분은 키 몇에 숏인가요 미디인가용ㅎㅎ
2일좋아요 1개답글 달기
답글 보기(1개)
__ii.ing
내일 업데이트 되는 모자도 당일배송 수량 있을까용? 😢
2일좋아요 1개답글 달기
답글 보기(1개)
su.jjung
지금입으신 기장은 숏인가요 미디인가용
2일좋아요 1개답글 달기
답글 보기(1개)
gaengee_
가격대는어떻게될까요?
2일좋아요 1개답글 달기
velyjji
바배인가요~~?
2일답글 달기
rainbowcharlotte0
보풀 일어나는 소재인지 궁금합니다😍
2일답글 달기
0il_15._
블랙색상도 있나요 ?? 😎🖤
2일답글 달기
s_miz22
165 많이짧나요
1일답글 달기
su_minlove
66까지 가능한가요? 가슴둘레 사이즈 알고싶어요!!!!
2일좋아요 1개답글 달기
likehyun11
블랙도 잇지요?
2일답글 달기
2일 전
게시"
44,"좋아요 48개
jjini_zzoa
.
또 가고싶은 음식 맛에
귀욤귀욤 디저트까지💕
와인 마시기 좋았던
#문화식당
거닐다가 배가 고파서
무작정 들어갔는데
요기 좋네 좋앙 🖤
2일
jjini_zzoa
❤️
2일답글 달기
답글 보기(1개)
yeohaeng_ga_.__
사진에 반해버렸어연~~♥
2일답글 달기
2일 전
게시"
45,"좋아요 70개
mimiok_official
⠀
문득 고개를 들어보니 벌써 9월 마지막 주입니다. 연휴 이후로 확진자 수가 급증하고 있어 매우 안타깝네요. 늘 그랬듯이, 저희 미미옥은 수시로 매장 소독 및 환기를 진행하고 있습니다. 안전한 식사하실 수 있도록 더욱 노력하도록 하겠습니다💛
2일
mimiok_official
💛
2일답글 달기
답글 보기(1개)
2일 전
게시"
46,"좋아요 18개
nixmydolly_yoonjae
Cut

이미지에 맞는 앞머리,길이,질감을 찾아드려요-
작은 디테일 부분은 여러 스타일을 연출할수있게 도와줍니다🧡

얇은모발 굵은모발 모두 연출 가능😆
분위기를 만들고싶은 모든분들게 추천!

💥언제나 본인의 모질,두상 그리고 분위기에 맞추어 디자인합니다
#성수동 #nixmydolly윤재
2일
nixmydolly_yoonjae
😍
2일답글 달기
답글 보기(1개)
nixmydolly_sohee
Omg!!!!!!🔥🔥🔥🔥🔥
1일답글 달기
2일 전
게시"
47,"좋아요 23개
_ohioooodd
#에스트라#아토베리어 @aestura.official
2일
_ohioooodd
🌎
2일답글 달기
답글 보기(1개)
2일 전
게시"
48,"won_ii_326
님 
외 26명
이 좋아합니다
shallwe_eatt
성동구 성수동 '에이투비'➡️

오랜만에 성수나들이라 찜콩해놨었던 에이투비 카페로 향함.
피곶치 이 메뉴 하나에 꽂혀서..
✔️피곶치 : 피칸+크림치즈+곶감
추석 연휴 마지막날 오후 4시쯤 방문했고,
테이블은 만석이라 바에 착석했다
음료는 시그니처 메뉴인 샷말차라떼와 헌터라떼를 주문했다.
샷말차는 적당한 당도와 에스프레소의 씁쓸한 맛의 조화가 좋았고,
헌터는 플랫화이트 베이스에 아이스크림과 초컬릿, 시나몬가루가
들어가서 확실히 샷말차보다 더 당도가 강했다.
내 원픽은 샷말차💚
전반적으로 음료맛도 좋았고, 피곶치도 내 스타일..딱 감질나는 양

무엇보다 잔들이 예쁘더라는~

.
✔️샷말차라떼 6,0
✔️헌터라떼 6,5
✔️피곶치 8,0

.
📍서울 성동구 성수동2가 277-56 2층
📍 @atob.kr
⏰ 12:00~22:00(월, 일은 20:00마감)

.
#서울 #성동구 #성수동 #서울카페 #성수동카페 #서울맛집 #성수동맛집 #디저트 #디저트카페 #디저트맛집 #피곶치 #카페 #카페맛집 #카페추천 #카페탐방 #카페스타그램 #카페투어 #디저트추천 #먹방 #먹부림 #먹스타 #먹스타그램 #먹팔 #맛팔 #맞팔 #인친 #소통 #일상 #좋아요 #에이투비
2일
2일 전
게시"
49,"좋아요 44개
y__________ej
삼실 옆옆 건물에 뉴 파스타집
담에 뇨끼랑 와인 마시러 다시 가고싶당🍷
2일
y__________ej
#sedici #세디치 #성수동맛집 #성수동파스타 #파스타맛집 #성수맛집 #성수동 #뇨끼 #파스타 #성수동2가
2일좋아요 1개답글 달기
답글 보기(1개)
lovee_rim
저랑 같이가용 😍❤️❤️
2일답글 달기
답글 보기(1개)
innolee100
💖❤❤💖❤💖❤💖❤💖❤💖❤💖❤💖❤
2일답글 달기
soriel2000
음식이 맛나게 보이네^^
1일좋아요 1개답글 달기
답글 보기(1개)
ddcadab
가본다...!
1일답글 달기
답글 보기(1개)
2일 전
게시"
50,"좋아요 143개
eblouissant.k
나 어제 일하다가 왜 낮술했지?🤫

맥주한잔만 먹고 다시 일하러 갈라했는데
어느새 한잔 두잔 세잔먹고
집에서 딥슬림😴

아 일단 여기 족발 진짜👍
가격이 착한데 심지어 엄청 맛있음

성수에 제일 유명하다는 성수족발보다
1000배맛있음👍

야외테이블은 1개 있어요!!

#착한족발
#착한족발성수점
#성수동#성수동라이프
2일
heleng_and_peter
어머 윤기❤️
1일좋아요 1개답글 달기
답글 보기(1개)
j___hola
낮술은 언제나 좋죠👍
2일좋아요 1개답글 달기
답글 보기(1개)
eblouissant.k
❤️
2일답글 달기
답글 보기(1개)
a.m.u_life.style
술이 술을 부르지요😍 예전 성수동에서 일할때 성수족발 자주 갔었는데 새로운 족발집이 많이 생겼나 보내요😮
2일좋아요 1개답글 달기
답글 보기(1개)
sun8289
산책할려고 만났는데 낮술로 빠졌어 ㅠㅠㅠㅠㅠ
2일답글 달기
답글 보기(1개)
merry_to_day
와 양념 때깔… 😳 맥주 안찾을수가 없는 비주얼잉데요… 🔥
2일답글 달기
답글 보기(2개)
kim_bbshop
헐 여기 제 지인이 하는 곳인디 ㅋㅋㅋㅋ
9시간답글 달기
답글 보기(2개)
studio.joee
성수는 족발의 도시인가봐요! 아직 성수족발도 못 먹어봤는데, 여기 먼저 가봐야겠네요❤️
2일좋아요 1개답글 달기
u_.meaning_je
낮술 정말 마약같은 존재에요… 저도 좋아해요 낮술…❤️
1일좋아요 1개답글 달기
_momfish_
낮술 치고는 과음 하셨네요😃~~~ 술이 술술 들어가는게 낮술이래요😃😃
2일좋아요 1개답글 달기
day_neul
요즘 날씨에 낮술 너무 좋죠❤️❤️❤️ 한잔만 하고 멈출수없어요😆
1일좋아요 1개답글 달기
waterble.choi
아이들의 눈망울이... 제발 우리도 좀 주세요. 하는 것 같네요~~
1일좋아요 1개답글 달기
2일 전
게시"
51,"좋아요 8개
ryhyeonseog5337
여기정말 맛집. 일단 가보시면 암
#사위식당
#낙곱새#성수동맛집 #성수동 #서울숲맛집 #서울숲 #데일리 #jmt#성수역맛집#성수맛집 #성수동카페 #맛점 #맛저 #성수동핫플레이스#seoul #성수동데이트 #건대맛집 #일상 #포장 #갬성 #성수동카페거리 #성수동맛집사위식당
2일
2일 전
게시"
52,"좋아요 9개
soyuri56
그리운 남의 나라

#강아지소통 #울산맘소통 #맞팔좋아요 #선맞팔 #맞팔고고 #일상소통환영 #맞팔감사 #반려인소통 #맛집소통 #맞팔합시다 #선팔환영 #맞팔가요 #선팔하면맞팔바로가요 #팔로우환영 #댓글좋아요 #선팔후댓글맞팔 #맘소통 #다이어트소통 #좋아요반사댓 #선팔로우 #팔로워하기 #선팔후댓글 #아들맘소통 #인친구함 #성수동맛집 #군산맛집
2일
_rosely___
@soyuri56 아기키우며 뷰티샵하는 엄마입니다 •ᴗ• ❤ 제 피드에도 놀러오세요😆
2일답글 달기
2일 전
게시"
53,"좋아요 69개
everytimeismabirthday
잠실뷰는 옙벘더랑
2일
everytimeismabirthday
#잠실맛집 #잠실카페 #잠실카페추천 #서울리즘 #서울리즘루프탑 #서울루프탑카페 #롯데타워뷰 #롯데타워뷰카페 #시티뷰 #시티뷰맛집 #칵테일 #잠실 #성수 #서울맛집 #서울추천 #성수동맛집 #잠실술집
2일답글 달기
photoweekstudios
또 보구싶은 사진이네여:)
2일좋아요 1개답글 달기
답글 보기(1개)
hyunji_able_57
안녕하세요 😊 궁금한게 있는데 DM가능하세요?
2일답글 달기
답글 보기(1개)
junesixthree
와..남친짤이네요! 피드 잘 보고갑니다~:)
2일좋아요 1개답글 달기
답글 보기(2개)
gaang.00
디엠가능하실까요?
2일답글 달기
ssonyhs2_99
여기 어디야 디게 좋다!
1일답글 달기
답글 보기(1개)
2일 전
게시"
54,"좋아요 4개
yyy1234sss
다 구워주셔서 먹기만 하면 되는 #고집132성수본점
여기 진짜 다 맛있다고,,,ㅠㅠㅠㅠ🧡
모던한 분위기도 취향 제대로 저격해버림!!💘💘
#고집132성수본점
.
.
.
#성수동맛집고집132 #성수동맛집 #성수맛집 #뚝섬맛집 #서울숲맛집 #한양대맛집 #성수동핫플레이스 #성수동데이트 #성수동술집 #성수동밥집 #성수동고기집 #고집132
2일
2일 전
게시"
55,"좋아요 17개
muk_shin0ne
따뜻한 유럽식 저녁을 먹고싶다면 여기로좋은사람이랑 먹으니깐 더 좋은 저녁
뽈살 기네스 스튜 완전추천❤️

#윕성수 #윕 #wip #wipseongsu #성수역맛집 #성수맛집 #뚝섬역맛집 #뚝섬맛집 #성수동맛집 #서울숲맛집 #서울숲역맛집 #먹스타그램 #먹신원_성수
2일
2일 전
게시"
56,"좋아요 725개
oreo_ming
“한식이 미래다”

우리 형제자매님들
집에서 맨날 정성스럽게 어머니가 해주신 것을 꽁으로 쳐 먹고 자라온 자들 인정하시지요? 한식이 좋고 귀한 걸 모르고 자라온 세대 맞지요?.. 우리 모두 반성해야 합니다

이러한 이유로
우리 시대의 한식에 대한 저평가가 뚜렷한 가운데…
잘해도 욕 먹기 좋고 우리 엄마보다 못한다는 말을 듣기 쉬운 한식에 메뉴들에게 영혼을 갈아 넣어 영끌하여 손맛을 낸 신상집으로..

드래곤볼의 손오공이 마지막 우주생명체의 기운을 쥐어짜는 마지막 필살기 마냥 신선한 원자재에 심도있는 터침감과 요리마다 정성이 립속에 록아내리는 완성도 높은 한식을 맛볼 수 있습니다

이거시 야말로 한식의 디벨롭
엄마가 만들기 귀찮은 음식을 이 집이 해냅니다ㅋㅋㅋ

거기에 애국심 충만이 더하는 #독도소주 는 달달하니 쑥쑥 들어가니 니뽄 이 도둑놈시키들이라고 말하는 주정뱅이가 되어가며 나님은 소주 도독놈시키가 됩니다

성수낙낙 #원기옥

#성수동맛집 #성동구맛집 #한식맛집
#육회맛집 #어린이대공원맛집 #건대맛집
#군자동맛집 #애미와함께성수동 #뚝섬맛집
#네발로집에기어간날
2일
kisang56
넘모넘모 예쁜 한식입니다😍😍
2일좋아요 2개답글 달기
답글 보기(1개)
h_j_k_0130
😍❤️
2일답글 달기
답글 보기(1개)
naanalnary
보입니다 그 미래😍😍😍😍
2일답글 달기
답글 보기(1개)
shalala_sso
난 아주 홀딱 반해 왔다니
2일답글 달기
답글 보기(1개)
hun.gry.gram
형제 자매님ㅋㅋㅋㅋㅋㅋ
1일좋아요 1개답글 달기
2일 전
게시"
57,"좋아요 426개
around.day
테라스 자리에서 바라보는 풍경은
그야말로 환상 🌳✨

매일 12:00 - 21:00
#어라운드데이
📸 @onejinkyung
2일
around.day
•
2일답글 달기
답글 보기(1개)
miniya0073
테라스가 심플하니 이쁘네요 잘보고갑니다
5시간좋아요 1개답글 달기
succeed3581
정말로 너무너무 아름답습니다.
5시간좋아요 1개답글 달기
eyeofyou1209
정말 최고네요 계속 보게 됩니다 정보 디엠으로 주세요
5시간좋아요 1개답글 달기
kang0010
뷰가 너무 아늑하고 이쁘네요~^^
5시간좋아요 1개답글 달기
jejusa45
넘좋은 피드 그야말로 환상적으로 보고 갑니다~^^
5시간좋아요 1개답글 달기
moremo1570
우와정말 이쁘네요 구경잘하고 갑니다 😍
5시간좋아요 1개답글 달기
ms2.765
햇살이 너무너무 아름답습니다.
5시간좋아요 1개답글 달기
kimsh_72
테라스 너무 좋아보여요~여유롭게 차한잔 생각나네여~😍
5시간좋아요 1개답글 달기
alyong2
풍경이 정말정말 끝내줍니다.
5시간좋아요 1개답글 달기
2일 전
게시"
58,"좋아요 139개
semikok
이미 주차비 냈는데 차빼래서 열받아서 씩씩거리면서
뿔나있는데
그와중에 남편이 바짝 열이 올라있어
사진이 예쁘게 나오는거 같다는 말에 바로 기분 풀어져서
헤헤거리며 쏘다녔던 주말
나를 너무 잘 아는 남편

화가 너무 잘 나는데 또 금방 풀어지는 세상 단순한 트리플오형
우리 온유가 안닮으면 좋겠다🥲
2일
wkjulia_
언니🔥💙 mbti 궁금햇 ㅋㅋㅋ
2일좋아요 1개답글 달기
답글 보기(5개)
hala_hkeslboy
남편 센스 👏👏
2일좋아요 1개답글 달기
답글 보기(1개)
_jinjubu_
😍
2일좋아요 1개답글 달기
답글 보기(1개)
kkansuni
맙소사 코디 찰떡....이잖아요!!!!!!!!!! 러블리ㅠㅠㅠㅠㅠ
2일좋아요 1개답글 달기
답글 보기(1개)
nadiatour
ㅋㅋㅋ사진 잘 나오셨어용💚 의상도 찰떡입니당 ㅋㅋ
2일좋아요 1개답글 달기
답글 보기(1개)
sang.hyun_kim
대학생인가요?👏👏
2일좋아요 1개답글 달기
답글 보기(1개)
semikok
😡
2일답글 달기
답글 보기(1개)
monakorea_official
코디짱귀졸귀♡
2일좋아요 1개답글 달기
답글 보기(1개)
kimkwang88
소녀~~
2일좋아요 1개답글 달기
답글 보기(2개)
2ynzy
언닝..존귀탱..
2일좋아요 1개답글 달기
답글 보기(2개)
yaku0714
제가 '성격이 나쁘지만 다정한' 사람입니다. ㅋㅋㅋㅋㅋㅋ
2일좋아요 1개답글 달기
답글 보기(2개)
jellieberrie
어쩜 더 어려졌어!! 😍😍 요정이네 요정~~~
1일답글 달기
2일 전
게시"
59,"좋아요 17개
food_yum_yum_o_o
이게 뭘까요?🦀

#맛집 #성수동맛집 #성수동술집 #안주 #팔로우 #맛집추천받아요
2일
2일 전
게시"
60,"좋아요 8개
gimgiweon633
오늘 점심^^🍊🍊
3일
gimgiweon633
❤️❤️
2일답글 달기
답글 보기(1개)
3일 전
게시"
